id,name,username,text,image_urls,file_urls
124399,Bob McNeel,bobmcneel,,,
125098,Kelvin Cheng,KelvinC,,,
153590,Bob McNeel,bobmcneel,,,
153591,Bob McNeel,bobmcneel,,,
153592,Bob McNeel,bobmcneel,<p>This topic is now a banner. It will appear at the top of every page until it is dismissed by the user.</p>,,
153593,Bob McNeel,bobmcneel,<p>This topic is no longer a banner. It will no longer appear at the top of every page.</p>,,
234555,Bob McNeel,bobmcneel,,,
234556,Bob McNeel,bobmcneel,,,
432410,Bob McNeel,bobmcneel,,,
399145,Travis Serio,Trav,"<p>QuadRemesh, a new feature in Rhino 7 WIP for Windows and Mac, lets you create a quad mesh from mesh and NURBS geometry.</p>
<p>Quad meshes can be:</p>
<ul>
<li>Converted to SubD objects (which can be converted to NURBS)</li>
<li>Used in rendering and animation products</li>
<li>Used for CFD and FEA analysis</li>
<li>For finding principle curvature of forms</li>
</ul>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/3/3/33de6ec9b75c72ae4aff35acfa05203018166f01.png"" data-download-href=""/uploads/short-url/7oQUtRCbzzg2Tr9ySAL9o1E87u1.png?dl=1"" title=""image%20(2)""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/3/3/33de6ec9b75c72ae4aff35acfa05203018166f01_2_690x453.png"" alt=""image%20(2)"" data-base62-sha1=""7oQUtRCbzzg2Tr9ySAL9o1E87u1"" width=""690"" height=""453"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/3/3/33de6ec9b75c72ae4aff35acfa05203018166f01_2_690x453.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/3/3/33de6ec9b75c72ae4aff35acfa05203018166f01_2_1035x679.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/3/3/33de6ec9b75c72ae4aff35acfa05203018166f01.png 2x"" data-dominant-color=""958E90""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">image%20(2)</span><span class=""informations"">1233×810 788 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div><br>
<em>QuadRemesh found the principal curvature of this face, with the help of the guide curve feature.</em></p>
<p><strong>Next Steps:</strong></p>
<ul>
<li>
<p>Download Rhino 7 WIP for <img src=""//global.discourse-cdn.com/mcneel/uploads/default/original/3X/0/c/0ca7a3cdbedde756c26ac88763dfe8329719541f.png"" alt=""windows8logo"" data-base62-sha1=""1NWTzHF4D8KPdnZWhi41oqq5FUP"" width=""18"" height=""17""> <a href=""https://www.rhino3d.com/download/rhino/wip"">Windows</a> or <img src=""//global.discourse-cdn.com/mcneel/uploads/default/original/3X/3/5/35bb87a1897726fb194a1bff62b78fc3a9f1e45b.png"" alt=""finderLogo"" data-base62-sha1=""7Fl5ng1xGfGIZh1zPHh71HgmuSv"" width=""20"" height=""22""> <a href=""https://www.rhino3d.com/go/download/rhino-for-mac/wip/latest"">Mac</a></p>
</li>
<li>
<p>Run the <strong>QuadRemesh</strong> command, or click the QuadRemesh button on the SubD toolbar:<br>
<img src=""//global.discourse-cdn.com/mcneel/uploads/default/original/3X/e/3/e3d574f0ce197adf1ec62bb3c8ae4ed9168fcf5a.png"" alt=""1691"" data-base62-sha1=""wvvIjYPXbl0c6DYhjtqChanYnXA"" width=""260"" height=""182""></p>
</li>
<li>
<p><a href=""https://docs.mcneel.com/rhino/7/help/en-us/commands/quadremesh.htm"">Read the Help Documentation for QuadRemesh</a></p>
</li>
<li>
<p><a href=""https://discourse.mcneel.com/c/serengeti/quad-remesh/109"">Ask questions and give feedback</a></p>
</li>
<li>
<p>Grasshopper users can use the new <a href=""/uploads/short-url/d6YwXALJka6dKAAgGKJknJqGRIu.gh"">QuadRemesh component</a>.<br>
<div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/5/c/5c5a9579d86ab5a58d2f1ed3a02eae632d65a38e.png"" data-download-href=""/uploads/short-url/db0097d2wYenlAmzk6txULz3UJg.png?dl=1"" title=""0417""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/5/c/5c5a9579d86ab5a58d2f1ed3a02eae632d65a38e_2_531x500.png"" alt=""0417"" data-base62-sha1=""db0097d2wYenlAmzk6txULz3UJg"" width=""531"" height=""500"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/5/c/5c5a9579d86ab5a58d2f1ed3a02eae632d65a38e_2_531x500.png, https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/5/c/5c5a9579d86ab5a58d2f1ed3a02eae632d65a38e.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/5/c/5c5a9579d86ab5a58d2f1ed3a02eae632d65a38e.png 2x"" data-dominant-color=""D0CEC9""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">0417</span><span class=""informations"">717×675 95.4 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
</li>
<li>
<p>Developers: <code>Rhino.Geometry.Mesh.QuadRemesh()</code> is available in RhinoCommon for use in C# and Python.</p>
</li>
</ul>
<p><strong>Examples:</strong></p>
<p>          <iframe class=""vimeo-onebox"" src=""https://player.vimeo.com/video/362114742?h=26167fd193&amp;app_id=122963"" data-original-href=""https://vimeo.com/362114742"" frameborder=""0"" allowfullscreen="""" seamless=""seamless"" sandbox=""allow-same-origin allow-scripts allow-forms allow-popups allow-popups-to-escape-sandbox allow-presentation""></iframe>
<br>
<em>See many of the options in action in this video.</em></p>
<p><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/3/0/3079c3c40be38bd980a86d2f4e5455721ced7d38.png"" alt=""quadremesh"" data-base62-sha1=""6UPNuy53pIS6wF0aftW7JHtFtMY"" width=""512"" height=""377""><br>
<em>The Rhino Logo converted to quads</em></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/9/6/967b114222b17a134703de99619c233b2a8388e1.png"" data-download-href=""/uploads/short-url/ltdi3Ihm1EpqeOMAXmzYZCC0pvr.png?dl=1"" title=""1361""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/9/6/967b114222b17a134703de99619c233b2a8388e1_2_690x290.png"" alt=""1361"" data-base62-sha1=""ltdi3Ihm1EpqeOMAXmzYZCC0pvr"" width=""690"" height=""290"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/9/6/967b114222b17a134703de99619c233b2a8388e1_2_690x290.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/9/6/967b114222b17a134703de99619c233b2a8388e1_2_1035x435.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/9/6/967b114222b17a134703de99619c233b2a8388e1_2_1380x580.png 2x"" data-dominant-color=""9FA2A6""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1361</span><span class=""informations"">1541×648 244 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div><br>
<em>Multiple resolutions for optimized SubD conversion, UV Mapping, 3D Printing, etc.</em></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""//global.discourse-cdn.com/mcneel/uploads/default/original/3X/6/4/649beb23e62b52467e24097b58dcb729083bf56f.png"" data-download-href=""/uploads/short-url/em1NEL4yUxdMPzsiuRJLS5e8p4j.png?dl=1"" title=""1380""><img src=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/6/4/649beb23e62b52467e24097b58dcb729083bf56f_2_690x483.png"" alt=""1380"" data-base62-sha1=""em1NEL4yUxdMPzsiuRJLS5e8p4j"" width=""690"" height=""483"" srcset=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/6/4/649beb23e62b52467e24097b58dcb729083bf56f_2_690x483.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/6/4/649beb23e62b52467e24097b58dcb729083bf56f_2_1035x724.png 1.5x, //global.discourse-cdn.com/mcneel/uploads/default/original/3X/6/4/649beb23e62b52467e24097b58dcb729083bf56f.png 2x"" data-dominant-color=""ACAEB1""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1380</span><span class=""informations"">1342×940 141 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div><br>
<em>Symmetry for organized topology.</em></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""//global.discourse-cdn.com/mcneel/uploads/default/original/3X/b/6/b62a9582c35a5ca8e32ecbb48e67b0bdd8d464f2.png"" data-download-href=""/uploads/short-url/pZw8oM9ASwfj2Jo00F6aOxWk0HE.png?dl=1"" title=""1393""><img src=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/b/6/b62a9582c35a5ca8e32ecbb48e67b0bdd8d464f2_2_634x500.png"" alt=""1393"" data-base62-sha1=""pZw8oM9ASwfj2Jo00F6aOxWk0HE"" width=""634"" height=""500"" srcset=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/b/6/b62a9582c35a5ca8e32ecbb48e67b0bdd8d464f2_2_634x500.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/b/6/b62a9582c35a5ca8e32ecbb48e67b0bdd8d464f2_2_951x750.png 1.5x, //global.discourse-cdn.com/mcneel/uploads/default/original/3X/b/6/b62a9582c35a5ca8e32ecbb48e67b0bdd8d464f2.png 2x"" data-dominant-color=""ACACAC""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1393</span><span class=""informations"">993×782 182 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div><br>
<em>Hard edge detection to preserve sharp corners</em></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/3/2/32393bacf3c0024cc2dd94e8c61f7d9fc59d3ef5.png"" data-download-href=""/uploads/short-url/7aiuGmeo0AbPCtOtZpT3banhLyl.png?dl=1"" title=""1402""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/3/2/32393bacf3c0024cc2dd94e8c61f7d9fc59d3ef5_2_690x373.png"" alt=""1402"" data-base62-sha1=""7aiuGmeo0AbPCtOtZpT3banhLyl"" width=""690"" height=""373"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/3/2/32393bacf3c0024cc2dd94e8c61f7d9fc59d3ef5_2_690x373.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/3/2/32393bacf3c0024cc2dd94e8c61f7d9fc59d3ef5_2_1035x559.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/3/2/32393bacf3c0024cc2dd94e8c61f7d9fc59d3ef5.png 2x"" data-dominant-color=""D7D7D7""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1402</span><span class=""informations"">1359×735 394 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div><br>
<em>Remesh to SubD to soften hard to fillet areas for rendering.</em></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""//global.discourse-cdn.com/mcneel/uploads/default/original/3X/7/d/7dc296a86e83b0f79492054f8cbe6bd64cdf5646.png"" data-download-href=""/uploads/short-url/hWwArlRKQyGy3R8rgdYsn6hCVLw.png?dl=1"" title=""1148""><img src=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/7/d/7dc296a86e83b0f79492054f8cbe6bd64cdf5646_2_690x281.png"" alt=""1148"" data-base62-sha1=""hWwArlRKQyGy3R8rgdYsn6hCVLw"" width=""690"" height=""281"" srcset=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/7/d/7dc296a86e83b0f79492054f8cbe6bd64cdf5646_2_690x281.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/7/d/7dc296a86e83b0f79492054f8cbe6bd64cdf5646_2_1035x421.png 1.5x, //global.discourse-cdn.com/mcneel/uploads/default/original/3X/7/d/7dc296a86e83b0f79492054f8cbe6bd64cdf5646.png 2x"" data-dominant-color=""97999C""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1148</span><span class=""informations"">1345×549 329 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div><br>
<em>Mesh heightfield converted to SubD objects, ready for editing.</em></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/e/6/e66bc31f2315d4c7f1cedee55f23e630a8cadbc7.png"" data-download-href=""/uploads/short-url/wSoHfIRLBJesdEkYkZ9hNnq0MTR.png?dl=1"" title=""1580""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/6/e66bc31f2315d4c7f1cedee55f23e630a8cadbc7_2_689x270.png"" alt=""1580"" data-base62-sha1=""wSoHfIRLBJesdEkYkZ9hNnq0MTR"" width=""689"" height=""270"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/6/e66bc31f2315d4c7f1cedee55f23e630a8cadbc7_2_689x270.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/6/e66bc31f2315d4c7f1cedee55f23e630a8cadbc7_2_1033x405.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/6/e66bc31f2315d4c7f1cedee55f23e630a8cadbc7_2_1378x540.png 2x"" data-dominant-color=""D6D6D6""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1580</span><span class=""informations"">1596×626 138 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div><br>
<em>Optimize topology and symmetry of scan data or triangulated meshes.</em></p>","https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/3/3/33de6ec9b75c72ae4aff35acfa05203018166f01_2_690x453.png, //global.discourse-cdn.com/mcneel/uploads/default/original/3X/0/c/0ca7a3cdbedde756c26ac88763dfe8329719541f.png, //global.discourse-cdn.com/mcneel/uploads/default/original/3X/3/5/35bb87a1897726fb194a1bff62b78fc3a9f1e45b.png, //global.discourse-cdn.com/mcneel/uploads/default/original/3X/e/3/e3d574f0ce197adf1ec62bb3c8ae4ed9168fcf5a.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/5/c/5c5a9579d86ab5a58d2f1ed3a02eae632d65a38e_2_531x500.png, https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/3/0/3079c3c40be38bd980a86d2f4e5455721ced7d38.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/9/6/967b114222b17a134703de99619c233b2a8388e1_2_690x290.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/6/4/649beb23e62b52467e24097b58dcb729083bf56f_2_690x483.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/b/6/b62a9582c35a5ca8e32ecbb48e67b0bdd8d464f2_2_634x500.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/3/2/32393bacf3c0024cc2dd94e8c61f7d9fc59d3ef5_2_690x373.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/7/d/7dc296a86e83b0f79492054f8cbe6bd64cdf5646_2_690x281.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/6/e66bc31f2315d4c7f1cedee55f23e630a8cadbc7_2_689x270.png",
399152,Scott Davidson,scottd,,,
399194,Andre,andre.pereira,"<p>This is incredible work, guys! Congratulations!<br>
These quad meshes have the potential to be used for structural analysis purposes. One of the most useful features FE mesh generation is the capability of seeding vertices. Could the guide curves be used to obtain enforce internal vertices?</p>",,
399199,,l1407,<p>Well done</p>,,
399889,Scott Davidson,scottd,"<p>3 posts were split to a new topic: <a href=""/t/subd-toolbar-missing/85746"">SubD Toolbar missing</a></p>",,
399288,Scott Davidson,scottd,"<p>Yes, we believe that it might be useful for seeding vertices in a few ways.  You may want to try:</p>
<ol>
<li>Using quadremesher to re-parameterize the form into quads even across edges.</li>
<li>Using a dense quad map to find the principle curvature of the form and trace across those for structural layout.</li>
<li>Using guide curves to help orient the quads. In this case you might experiment with the strength of influence that guide curves have.</li>
</ol>
<p>Play with some of the forms you have.  We would be interested in seeing what you think of the results.</p>",,
399306,,norbert_geelen,"<p>This is simply sensational.<br>
I only did a quick test, but… Oh boy, is this impressive.<br>
Whoever is the wizard behind this: very well done!</p>",,
399325,Scott Davidson,scottd,"<p>Well as you may have figured that <a class=""mention"" href=""/u/trav"">@Trav</a> is doing much of the work.  The quad remesher magic belongs to the wizard <a class=""mention"" href=""/u/maxime1"">@maxime1</a>.</p>
<p>There is more coming, please send us all the feedback you have so we can get this set of tools working well for everyone.</p>",,
399336,,KefMan,"<p>Incredible work and I’m so dang excited now!  I’ve been a long time Tsplines user and having these features native to Rhino is OUTSTANDING!    Wooooooooooot!!!    Just bring it!!!</p>
<p>Kevin</p>",,
399350,,Philip,"<p>This is very, very exciting! Great job <a class=""mention"" href=""/u/trav"">@Trav</a> and <a class=""mention"" href=""/u/maxime1"">@maxime1</a>! <img src=""https://emoji.discourse-cdn.com/twitter/+1.png?v=9"" title="":+1:"" class=""emoji"" alt="":+1:""><br>
Can we expect a Mac version of QuadRemesh next week when V6 is shipping - and V7 WIP becomes available to Mac users?<br>
Thanks!</p>
<p>Philip</p>",https://emoji.discourse-cdn.com/twitter/+1.png?v=9,
399351,Scott Davidson,scottd,"<p>We are working on a Mac version. Not sure when it will be available. It will not be in next weeks V6 version.</p>
<p>We are trying to bring the release of the two platforms more in sync with each other.</p>",,
399354,Wim Dekeyser,wim,"<p>FWIW, Philip, our item tracker ID for this issue is <a href=""https://mcneel.myjetbrains.com/youtrack/issue/RH-53378"" rel=""nofollow noopener"">RH-53378</a>.<br>
-wim</p>",,
399360,Travis Serio,Trav,"<p><a class=""mention"" href=""/u/philip"">@Philip</a> I’m hoping the Quad Remesh tool will be in Mac WIP 7 before the end of this month.</p>",,
399361,,Philip,"<p>Great! Thank you!</p>
<p>Philip</p>",,
399414,Scott Davidson,scottd,"<p>By the way, is anyone having fun with this?</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/9/2/92a78cdb1fc6150e0db9a77b92d4a683d6171fe5.png"" data-download-href=""/uploads/short-url/kVmGuzDKhGf3eRPiwGqC2Ixoy8t.png?dl=1"" title=""image""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/9/2/92a78cdb1fc6150e0db9a77b92d4a683d6171fe5.png"" alt=""image"" data-base62-sha1=""kVmGuzDKhGf3eRPiwGqC2Ixoy8t"" width=""690"" height=""433"" data-dominant-color=""9DA0A4""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">image</span><span class=""informations"">1262×792 619 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>",https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/9/2/92a78cdb1fc6150e0db9a77b92d4a683d6171fe5.png,
399887,Scott Davidson,scottd,"<p>17 posts were split to a new topic: <a href=""/t/quadremesh-trouble-on-simple-mechanical-mesh/85744"">QuadRemesh trouble on simple mechanical mesh</a></p>",,
399488,Land Volsi,land.volsi,"<p>Beautiful news<br>
Signed: TSplines lover😊</p>",,
399502,Travis Serio,Trav,"<p>A couple more examples</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/mcneel/uploads/default/original/3X/6/d/6d017091d11089f84656067881e4f1adb0cfecda.png"" data-download-href=""/uploads/short-url/fyj7ZoDJ3PIxEGjdk7zxe1qNpXQ.png?dl=1"" title=""1388""><img src=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/6/d/6d017091d11089f84656067881e4f1adb0cfecda_2_690x263.png"" alt=""1388"" data-base62-sha1=""fyj7ZoDJ3PIxEGjdk7zxe1qNpXQ"" width=""690"" height=""263"" srcset=""https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/6/d/6d017091d11089f84656067881e4f1adb0cfecda_2_690x263.png, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/6/d/6d017091d11089f84656067881e4f1adb0cfecda_2_1035x394.png 1.5x, https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/6/d/6d017091d11089f84656067881e4f1adb0cfecda_2_1380x526.png 2x"" data-dominant-color=""969A9E""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1388</span><span class=""informations"">1617×618 569 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""//global.discourse-cdn.com/mcneel/uploads/default/original/3X/f/a/fa1fae18e6f16ff693e52740e8089b41aa56d370.png"" data-download-href=""/uploads/short-url/zGHeZE9dWL0WtluvCYjeh797Ogg.png?dl=1"" title=""1385""><img src=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/f/a/fa1fae18e6f16ff693e52740e8089b41aa56d370_2_690x423.png"" alt=""1385"" data-base62-sha1=""zGHeZE9dWL0WtluvCYjeh797Ogg"" width=""690"" height=""423"" srcset=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/f/a/fa1fae18e6f16ff693e52740e8089b41aa56d370_2_690x423.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/f/a/fa1fae18e6f16ff693e52740e8089b41aa56d370_2_1035x634.png 1.5x, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/f/a/fa1fae18e6f16ff693e52740e8089b41aa56d370_2_1380x846.png 2x"" data-dominant-color=""9B9FA3""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1385</span><span class=""informations"">1496×918 321 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""//global.discourse-cdn.com/mcneel/uploads/default/original/3X/5/f/5f8412c99d1bdf5e6f0beed9ca83fba8d361a999.png"" data-download-href=""/uploads/short-url/dCYkbH9tFkfuX6vSzQb9gysKCa5.png?dl=1"" title=""1150""><img src=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/5/f/5f8412c99d1bdf5e6f0beed9ca83fba8d361a999_2_569x500.png"" alt=""1150"" data-base62-sha1=""dCYkbH9tFkfuX6vSzQb9gysKCa5"" width=""569"" height=""500"" srcset=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/5/f/5f8412c99d1bdf5e6f0beed9ca83fba8d361a999_2_569x500.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/5/f/5f8412c99d1bdf5e6f0beed9ca83fba8d361a999_2_853x750.png 1.5x, //global.discourse-cdn.com/mcneel/uploads/default/original/3X/5/f/5f8412c99d1bdf5e6f0beed9ca83fba8d361a999.png 2x"" data-dominant-color=""D0C3B6""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1150</span><span class=""informations"">972×853 909 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""//global.discourse-cdn.com/mcneel/uploads/default/original/3X/e/1/e1962065c561d3d2be8838ef42fd6b9674ac9cdf.png"" data-download-href=""/uploads/short-url/wbD4Gfu4CNPycfnbOTaNMW2ShRl.png?dl=1"" title=""1728""><img src=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/1/e1962065c561d3d2be8838ef42fd6b9674ac9cdf_2_690x412.png"" alt=""1728"" data-base62-sha1=""wbD4Gfu4CNPycfnbOTaNMW2ShRl"" width=""690"" height=""412"" srcset=""//global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/1/e1962065c561d3d2be8838ef42fd6b9674ac9cdf_2_690x412.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/1/e1962065c561d3d2be8838ef42fd6b9674ac9cdf_2_1035x618.png 1.5x, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/1/e1962065c561d3d2be8838ef42fd6b9674ac9cdf_2_1380x824.png 2x"" data-dominant-color=""9DA1A6""><div class=""meta"">
<svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">1728</span><span class=""informations"">1389×830 319 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg>
</div></a></div></p>","https://global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/6/d/6d017091d11089f84656067881e4f1adb0cfecda_2_690x263.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/f/a/fa1fae18e6f16ff693e52740e8089b41aa56d370_2_690x423.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/5/f/5f8412c99d1bdf5e6f0beed9ca83fba8d361a999_2_569x500.png, //global.discourse-cdn.com/mcneel/uploads/default/optimized/3X/e/1/e1962065c561d3d2be8838ef42fd6b9674ac9cdf_2_690x412.png",
399885,Scott Davidson,scottd,"<p>5 posts were split to a new topic: <a href=""/t/quadremesher-face-errors/85743"">QuadRemesher face errors</a></p>",,
